,text,label,text_token,text_string,text_string_fdist,text_string_lem
1399,every single character was hilarious and deserved to be called a lead  ,1,"['every', 'single', 'character', 'hilarious', 'deserved', 'called', 'lead']",every single character hilarious deserved called lead,every single character hilarious deserved called lead,every single character hilarious deserved called lead
1400,every element of this story was so over the top excessively phony and contrived that it was painful to sit through  ,0,"['every', 'element', 'story', 'top', 'excessively', 'phony', 'contrived', 'painful', 'sit']",every element story top excessively phony contrived painful sit,every element story top excessively phony contrived painful sit,every element story top excessively phony contrived painful sit
1401,her lines seem to have been written by a fifteen year old though they are trying oh so so hard to sound like how a fifteen year old would really um you know well talk  ,0,"['lines', 'seem', 'written', 'fifteen', 'year', 'old', 'though', 'trying', 'oh', 'hard', 'sound', 'like', 'fifteen', 'year', 'old', 'would', 'really', 'um', 'know', 'well', 'talk']",lines seem written fifteen year old though trying hard sound like fifteen year old would really know well talk,lines seem written fifteen year old though trying hard sound like fifteen year old would really know well talk,lines seem written fifteen year old though trying hard sound like fifteen year old would really know well talk
1402,perabo has a nice energy level and is obviously very comfortable in front of a camera  ,1,"['perabo', 'nice', 'energy', 'level', 'obviously', 'comfortable', 'front', 'camera']",perabo nice energy level obviously comfortable front camera,perabo nice energy level obviously comfortable front camera,perabo nice energy level obviously comfortable front camera
1403,there is simply no excuse for something this poorly done  ,0,"['simply', 'excuse', 'something', 'poorly', 'done']",simply excuse something poorly done,simply excuse something poorly done,simply excuse something poorly done
1404,i saw this movie and i thought this is a stupid movie  ,0,"['saw', 'movie', 'thought', 'stupid', 'movie']",saw movie thought stupid movie,saw movie thought stupid movie,saw movie thought stupid movie
1405,what is even more stupid is that who had thought an idea that there should be a volcano in los angeles  ,0,"['even', 'stupid', 'thought', 'idea', 'volcano', 'los', 'angeles']",even stupid thought idea volcano los angeles,even stupid thought idea volcano los angeles,even stupid thought idea volcano los angeles
1406,to be honest with you this is unbelievable nonsense and very foolish  ,0,"['honest', 'unbelievable', 'nonsense', 'foolish']",honest unbelievable nonsense foolish,honest unbelievable nonsense foolish,honest unbelievable nonsense foolish
1407,in conclusion i will not bother with this movie because a volcano in los angeles is nothing but nonsense  ,0,"['conclusion', 'bother', 'movie', 'volcano', 'los', 'angeles', 'nothing', 'nonsense']",conclusion bother movie volcano los angeles nothing nonsense,conclusion bother movie volcano los angeles nothing nonsense,conclusion bother movie volcano los angeles nothing nonsense
1408,the story line is just awful  ,0,"['story', 'line', 'awful']",story line awful,story line awful,story line awful
1409,it's just painful  ,0,['painful'],painful,painful,painful
1410,and the accents are absolutely abysmal  ,0,"['accents', 'absolutely', 'abysmal']",accents absolutely abysmal,accents absolutely abysmal,accents absolutely abysmal
1411,there's also enough hypocrisy in this film to make me vomit  ,0,"['also', 'enough', 'hypocrisy', 'film', 'make', 'vomit']",also enough hypocrisy film make vomit,also enough hypocrisy film make vomit,also enough hypocrisy film make vomit
1412,don't waste your time watching this rubbish non-researched film  ,0,"['waste', 'time', 'watching', 'rubbish', 'non', 'researched', 'film']",waste time watching rubbish non researched film,waste time watching rubbish non researched film,waste time watching rubbish non researched film
1413,i believe that pitch black was done well  ,1,"['believe', 'pitch', 'black', 'done', 'well']",believe pitch black done well,believe pitch black done well,believe pitch black done well
1414,the characters are interesting and you want to find out more about them the longer the movie goes on and i think people will be surprised by who does and doesn't make it  ,1,"['characters', 'interesting', 'want', 'find', 'longer', 'movie', 'goes', 'think', 'people', 'surprised', 'make']",characters interesting want find longer movie goes think people surprised make,characters interesting want find longer movie goes think people surprised make,characters interesting want find longer movie goes think people surprised make
1415,go watch it  ,1,"['go', 'watch']",watch,watch,watch
1416,omit watching this  ,0,"['omit', 'watching']",omit watching,omit watching,omit watching
1417,very funny  ,1,['funny'],funny,funny,funny
1418,my rating just 3 out of 10  ,0,"['rating', '3', '10']",rating,rating,rating
1419,the characters are interesting and you really care for them  ,1,"['characters', 'interesting', 'really', 'care']",characters interesting really care,characters interesting really care,characters interesting really care
1420,an instant classic with a great soundtrack and a catchy song during the ending credits  ,1,"['instant', 'classic', 'great', 'soundtrack', 'catchy', 'song', 'ending', 'credits']",instant classic great soundtrack catchy song ending credits,instant classic great soundtrack catchy song ending credits,instant classic great soundtrack catchy song ending credits
1421,don't miss it  ,1,['miss'],miss,miss,miss
1422,this is a masterful piece of film-making with many themes simmering and occasionally boiling over in this warts and all study of the poet's bohemian self-indulgent wartime years that span the aerial bombardments of london and the outward tranquillity of a welsh coastal retreat - the borderlines between friendship lust and love dedication to art and experience versus practical concerns jealousy rivalry cowardice and egotism versus heroism and self-sacrifice and more  ,1,"['masterful', 'piece', 'film', 'making', 'many', 'themes', 'simmering', 'occasionally', 'boiling', 'warts', 'study', 'poet', 'bohemian', 'self', 'indulgent', 'wartime', 'years', 'span', 'aerial', 'bombardments', 'london', 'outward', 'tranquillity', 'welsh', 'coastal', 'retreat', 'borderlines', 'friendship', 'lust', 'love', 'dedication', 'art', 'experience', 'versus', 'practical', 'concerns', 'jealousy', 'rivalry', 'cowardice', 'egotism', 'versus', 'heroism', 'self', 'sacrifice']",masterful piece film making many themes simmering occasionally boiling warts study poet bohemian self indulgent wartime years span aerial bombardments london outward tranquillity welsh coastal retreat borderlines friendship lust love dedication art experience versus practical concerns jealousy rivalry cowardice egotism versus heroism self sacrifice,masterful piece film making many themes simmering occasionally boiling warts study poet bohemian self indulgent wartime years span aerial bombardments london outward tranquillity welsh coastal retreat borderlines friendship lust love dedication art experience versus practical concerns jealousy rivalry cowardice egotism versus heroism self sacrifice,masterful piece film making many themes simmering occasionally boiling warts study poet bohemian self indulgent wartime years span aerial bombardments london outward tranquillity welsh coastal retreat borderlines friendship lust love dedication art experience versus practical concerns jealousy rivalry cowardice egotism versus heroism self sacrifice
